Date,Exclusion_Type,eNodeB Name,Cell Name,LocalCell Id,kpi,counter,bad_value,reason,recent_days_count,baseline_days_count,expected_recent_days,expected_baseline_days
2026-04-21 00:00:00,Invalid counter value,LCAIN11651,LCAIN11651-3,3,Drop Rate,(HU) RRC Reestablish Ratio(%),110.0968,percentage above 100,,,,
2026-04-24 00:00:00,Invalid counter value,LCAIN12582,LCAIN12582-1,1,Drop Rate,(HU) RRC Reestablish Ratio(%),107.6825,percentage above 100,,,,
2026-05-01 00:00:00,Invalid counter value,LCAIN12837,LCAIN12837-3,3,Drop Rate,(HU) RRC Reestablish Ratio(%),163.0268,percentage above 100,,,,
2026-05-02 00:00:00,Invalid counter value,LCAIN10110,LCAIN10110-1,1,Drop Rate,(HU) RRC Reestablish Ratio(%),211.36,percentage above 100,,,,
2026-05-03 00:00:00,Invalid counter value,LCAIN12251,LCAIN12251-6,6,Drop Rate,(HU) RRC Reestablish Ratio(%),220.1866,percentage above 100,,,,
2026-05-04 00:00:00,Invalid counter value,LCAIN12251,LCAIN12251-6,6,Drop Rate,(HU) RRC Reestablish Ratio(%),268.0431,percentage above 100,,,,
2026-05-05 00:00:00,Invalid counter value,LCAIN12251,LCAIN12251-6,6,Drop Rate,(HU) RRC Reestablish Ratio(%),121.2784,percentage above 100,,,,
2026-04-30 00:00:00,Invalid counter value,LCAIN14374,LCAIN14374-6,6,RACH Success Rate,(HU) RACH Success Rate(%),100.2865,percentage above 100,,,,
2026-04-30 00:00:00,Invalid counter value,LCAIN14374,LCAIN14374-6,6,RACH Success Rate,RACH Setup Failed Number,-1.0,negative value for non-negative metric,,,,
2026-04-30 00:00:00,Invalid counter value,LCAIN14374,LCAIN14374-6,6,RACH Success Rate,RACH Contention-Based Failures,-1.0,negative value for non-negative metric,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10118_CITY center,LCAIN10118-3,3,CSFB KPI,CSFB SR%,102.1053,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10106_EL-KATAMYA (BTS10),LCAIN10106-1,1,CSFB KPI,CSFB SR%,101.6878,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10106_EL-KATAMYA (BTS10),LCAIN10106-2,2,CSFB KPI,CSFB SR%,100.7648,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10106_EL-KATAMYA (BTS10),LCAIN10106-3,3,CSFB KPI,CSFB SR%,100.8696,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10131_01-2-08-23,LCAIN10131-2,2,CSFB KPI,CSFB SR%,103.6364,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10131_01-2-08-23,LCAIN10131-3,3,CSFB KPI,CSFB SR%,100.1988,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10131_01-2-08-23,LCAIN10131-7,7,CSFB KPI,CSFB SR%,100.2639,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10513_Site_513,LCAIN10513-2,2,CSFB KPI,CSFB SR%,101.1494,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10129_Site_143,LCAIN10129-5,5,CSFB KPI,CSFB SR%,100.159,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10104_Site_149,LCAIN10104-2,2,CSFB KPI,CSFB SR%,101.0989,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10104_Site_149,LCAIN10104-3,3,CSFB KPI,CSFB SR%,100.5291,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10104_Site_149,LCAIN10104-5,5,CSFB KPI,CSFB SR%,100.1821,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10104_Site_149,LCAIN10104-6,6,CSFB KPI,CSFB SR%,100.289,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10130_Site_144,LCAIN10130-7,7,CSFB KPI,CSFB SR%,100.9901,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10512_Site_512,LCAIN10512-5,5,CSFB KPI,CSFB SR%,102.6316,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10110,LCAIN10110-6,6,CSFB KPI,CSFB SR%,100.2357,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10110,LCAIN10110-5,5,CSFB KPI,CSFB SR%,100.4762,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10350,LCAIN10350-2,2,CSFB KPI,CSFB SR%,100.4587,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10971,LCAIN10971-6,6,CSFB KPI,CSFB SR%,100.5376,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10988,LCAIN10988-6,6,CSFB KPI,CSFB SR%,100.8621,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10826,LCAIN10826-7,7,CSFB KPI,CSFB SR%,100.3472,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10826,LCAIN10826-6,6,CSFB KPI,CSFB SR%,100.1678,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10499,LCAIN10499-6,6,CSFB KPI,CSFB SR%,100.3831,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10029,LCAIN10029-5,5,CSFB KPI,CSFB SR%,100.2331,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10499,LCAIN10499-3,3,CSFB KPI,CSFB SR%,100.1869,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10988,LCAIN10988-2,2,CSFB KPI,CSFB SR%,100.9524,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10122,LCAIN10122-4,4,CSFB KPI,CSFB SR%,100.4098,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10132,LCAIN10132-7,7,CSFB KPI,CSFB SR%,102.7778,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10132,LCAIN10132-6,6,CSFB KPI,CSFB SR%,103.7037,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10132,LCAIN10132-3,3,CSFB KPI,CSFB SR%,105.7143,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12312,LCAIN12312-5,5,CSFB KPI,CSFB SR%,100.2915,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12312,LCAIN12312-3,3,CSFB KPI,CSFB SR%,100.641,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10126,LCAIN10126-1,1,CSFB KPI,CSFB SR%,100.8333,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12005,LCAIN12005-5,5,CSFB KPI,CSFB SR%,100.074,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12005,LCAIN12005-2,2,CSFB KPI,CSFB SR%,105.0,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12005,LCAIN12005-1,1,CSFB KPI,CSFB SR%,101.9022,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12398,LCAIN12398-7,7,CSFB KPI,CSFB SR%,100.289,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12398,LCAIN12398-2,2,CSFB KPI,CSFB SR%,102.2727,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12053,LCAIN12053-7,7,CSFB KPI,CSFB SR%,100.1695,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10592,LCAIN10592-3,3,CSFB KPI,CSFB SR%,101.6393,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12917,LCAIN12917-1,1,CSFB KPI,CSFB SR%,104.3478,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12921,LCAIN12921-1,1,CSFB KPI,CSFB SR%,103.5714,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12799,LCAIN12799-7,7,CSFB KPI,CSFB SR%,100.6494,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12799,LCAIN12799-3,3,CSFB KPI,CSFB SR%,101.0753,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN15444,LCAIN15444-2,2,CSFB KPI,CSFB SR%,101.3158,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12591,LCAIN12591-5,5,CSFB KPI,CSFB SR%,100.0628,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12591,LCAIN12591-1,1,CSFB KPI,CSFB SR%,100.2849,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12932,LCAIN12932-2,2,CSFB KPI,CSFB SR%,100.4237,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12932,LCAIN12932-1,1,CSFB KPI,CSFB SR%,100.5376,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10113_Tagmoa5,LCAIN10113-1,1,CSFB KPI,CSFB SR%,102.8169,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10113_Tagmoa5,LCAIN10113-3,3,CSFB KPI,CSFB SR%,101.1933,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10114_Ganoub_El_Mostasmreen_Tagmou,LCAIN10114-2,2,CSFB KPI,CSFB SR%,116.6667,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10514,LCAIN10514-1,1,CSFB KPI,CSFB SR%,100.2375,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10128_03-1-30-115,LCAIN10128-6,6,CSFB KPI,CSFB SR%,101.2853,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10128_03-1-30-115,LCAIN10128-7,7,CSFB KPI,CSFB SR%,100.1572,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10117_Site_138,LCAIN10117-3,3,CSFB KPI,CSFB SR%,100.2146,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10117_Site_138,LCAIN10117-2,2,CSFB KPI,CSFB SR%,100.6711,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10117_Site_138,LCAIN10117-1,1,CSFB KPI,CSFB SR%,102.439,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10650_Site_0650,LCAIN10650-7,7,CSFB KPI,CSFB SR%,100.3322,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10134_03-1-30-301,LCAIN10134-3,3,CSFB KPI,CSFB SR%,100.7246,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10119,LCAIN10119-3,3,CSFB KPI,CSFB SR%,102.7273,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10119,LCAIN10119-1,1,CSFB KPI,CSFB SR%,101.5152,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10108_Site_133,LCAIN10108-1,1,CSFB KPI,CSFB SR%,101.087,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10984,LCAIN10984-7,7,CSFB KPI,CSFB SR%,100.7601,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10496,LCAIN10496-7,7,CSFB KPI,CSFB SR%,100.3268,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10446,LCAIN10446-7,7,CSFB KPI,CSFB SR%,100.2896,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10446,LCAIN10446-6,6,CSFB KPI,CSFB SR%,100.3634,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10446,LCAIN10446-5,5,CSFB KPI,CSFB SR%,100.1992,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10591,LCAIN10591-7,7,CSFB KPI,CSFB SR%,100.4464,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12055,LCAIN12055-7,7,CSFB KPI,CSFB SR%,101.9824,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12055,LCAIN12055-6,6,CSFB KPI,CSFB SR%,100.3484,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12055,LCAIN12055-3,3,CSFB KPI,CSFB SR%,106.5217,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12055,LCAIN12055-1,1,CSFB KPI,CSFB SR%,102.6316,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10586,LCAIN10586-6,6,CSFB KPI,CSFB SR%,100.5848,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10586,LCAIN10586-2,2,CSFB KPI,CSFB SR%,101.4925,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10115,LCAIN10115-2,2,CSFB KPI,CSFB SR%,101.1765,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12476,LCAIN12476-5,5,CSFB KPI,CSFB SR%,100.1569,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12476,LCAIN12476-1,1,CSFB KPI,CSFB SR%,100.5666,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12255,LCAIN12255-7,7,CSFB KPI,CSFB SR%,100.4141,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12255,LCAIN12255-6,6,CSFB KPI,CSFB SR%,100.2092,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12255,LCAIN12255-5,5,CSFB KPI,CSFB SR%,100.0634,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10446,LCAIN10446-3,3,CSFB KPI,CSFB SR%,101.8405,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10446,LCAIN10446-2,2,CSFB KPI,CSFB SR%,100.5435,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10990,LCAIN10990-2,2,CSFB KPI,CSFB SR%,100.7576,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10990,LCAIN10990-1,1,CSFB KPI,CSFB SR%,101.0638,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10986,LCAIN10986-6,6,CSFB KPI,CSFB SR%,100.232,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10986,LCAIN10986-1,1,CSFB KPI,CSFB SR%,102.5641,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10124,LCAIN10124-6,6,CSFB KPI,CSFB SR%,100.4292,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN22701,LCAIN22701-7,7,CSFB KPI,CSFB SR%,100.5698,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN22701,LCAIN22701-5,5,CSFB KPI,CSFB SR%,100.1321,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN22701,LCAIN22701-3,3,CSFB KPI,CSFB SR%,101.3514,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12223,LCAIN12223-3,3,CSFB KPI,CSFB SR%,101.8182,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12919,LCAIN12919-3,3,CSFB KPI,CSFB SR%,101.0363,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12919,LCAIN12919-2,2,CSFB KPI,CSFB SR%,101.8018,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12872,LCAIN12872-7,7,CSFB KPI,CSFB SR%,100.1954,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12872,LCAIN12872-5,5,CSFB KPI,CSFB SR%,100.1519,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12872,LCAIN12872-3,3,CSFB KPI,CSFB SR%,101.3233,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12900,LCAIN12900-7,7,CSFB KPI,CSFB SR%,100.2294,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12900,LCAIN12900-3,3,CSFB KPI,CSFB SR%,100.295,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12371,LCAIN12371-6,6,CSFB KPI,CSFB SR%,100.4975,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12371,LCAIN12371-2,2,CSFB KPI,CSFB SR%,106.25,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN15442,LCAIN15442-3,3,CSFB KPI,CSFB SR%,101.0753,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN15442,LCAIN15442-2,2,CSFB KPI,CSFB SR%,100.3077,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN15442,LCAIN15442-1,1,CSFB KPI,CSFB SR%,100.885,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12265,LCAIN12265-6,6,CSFB KPI,CSFB SR%,100.6993,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN11981,LCAIN11981-6,6,CSFB KPI,CSFB SR%,101.0,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN11981,LCAIN11981-3,3,CSFB KPI,CSFB SR%,101.0582,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN11981,LCAIN11981-1,1,CSFB KPI,CSFB SR%,100.3571,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN15458,LCAIN15458-5,5,CSFB KPI,CSFB SR%,100.0471,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN15458,LCAIN15458-3,3,CSFB KPI,CSFB SR%,101.25,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN15458,LCAIN15458-1,1,CSFB KPI,CSFB SR%,100.905,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12215,LCAIN12215-1,1,CSFB KPI,CSFB SR%,100.5376,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12059,LCAIN12059-5,5,CSFB KPI,CSFB SR%,100.4673,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12012,LCAIN12012-2,2,CSFB KPI,CSFB SR%,101.8182,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10691,LCAIN10691-6,6,CSFB KPI,CSFB SR%,100.4854,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12588,LCAIN12588-2,2,CSFB KPI,CSFB SR%,100.8403,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12588,LCAIN12588-1,1,CSFB KPI,CSFB SR%,102.1739,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12071,LCAIN12071-3,3,CSFB KPI,CSFB SR%,101.6949,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12257,LCAIN12257-2,2,CSFB KPI,CSFB SR%,100.5367,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN11489,LCAIN11489-5,5,CSFB KPI,CSFB SR%,101.1494,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN11489,LCAIN11489-2,2,CSFB KPI,CSFB SR%,100.2392,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12861,LCAIN12861-3,3,CSFB KPI,CSFB SR%,100.7937,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12861,LCAIN12861-1,1,CSFB KPI,CSFB SR%,100.6494,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN11677,LCAIN11677-3,3,CSFB KPI,CSFB SR%,100.2227,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN11827,LCAIN11827-2,2,CSFB KPI,CSFB SR%,103.352,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12522,LCAIN12522-5,5,CSFB KPI,CSFB SR%,100.3817,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12585,LCAIN12585-7,7,CSFB KPI,CSFB SR%,100.4011,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10612,LCAIN10612-2,2,CSFB KPI,CSFB SR%,101.8182,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN11493,LCAIN11493-2,2,CSFB KPI,CSFB SR%,101.5504,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN11493,LCAIN11493-1,1,CSFB KPI,CSFB SR%,100.6061,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12058,LCAIN12058-6,6,CSFB KPI,CSFB SR%,100.3891,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12058,LCAIN12058-3,3,CSFB KPI,CSFB SR%,101.7544,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12693,LCAIN12693-5,5,CSFB KPI,CSFB SR%,100.4525,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10737,LCAIN10737-3,3,CSFB KPI,CSFB SR%,100.9901,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10737,LCAIN10737-2,2,CSFB KPI,CSFB SR%,101.0,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10737,LCAIN10737-1,1,CSFB KPI,CSFB SR%,101.7341,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12862,LCAIN12862-3,3,CSFB KPI,CSFB SR%,100.6579,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12862,LCAIN12862-1,1,CSFB KPI,CSFB SR%,102.5641,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12916,LCAIN12916-2,2,CSFB KPI,CSFB SR%,101.6129,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12841,LCAIN12841-2,2,CSFB KPI,CSFB SR%,100.6135,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12837,LCAIN12837-6,6,CSFB KPI,CSFB SR%,100.7353,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12837,LCAIN12837-1,1,CSFB KPI,CSFB SR%,102.6549,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN14374,LCAIN14374-2,2,CSFB KPI,CSFB SR%,102.1739,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN14374,LCAIN14374-1,1,CSFB KPI,CSFB SR%,101.9231,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN13987,LCAIN13987-3,3,CSFB KPI,CSFB SR%,102.7027,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12228,LCAIN12228-7,7,CSFB KPI,CSFB SR%,100.3509,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10591,LCAIN10591-2,2,CSFB KPI,CSFB SR%,100.495,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10591,LCAIN10591-1,1,CSFB KPI,CSFB SR%,100.9091,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10800,LCAIN10800-3,3,CSFB KPI,CSFB SR%,100.8696,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12247,LCAIN12247-3,3,CSFB KPI,CSFB SR%,109.0909,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12247,LCAIN12247-2,2,CSFB KPI,CSFB SR%,101.0067,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12247,LCAIN12247-1,1,CSFB KPI,CSFB SR%,100.3584,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10859,LCAIN10859-3,3,CSFB KPI,CSFB SR%,102.1277,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10859,LCAIN10859-2,2,CSFB KPI,CSFB SR%,101.1494,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10859,LCAIN10859-1,1,CSFB KPI,CSFB SR%,105.1724,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10859,LCAIN10859-4,4,CSFB KPI,CSFB SR%,101.9608,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10693,LCAIN10693-7,7,CSFB KPI,CSFB SR%,100.3311,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10693,LCAIN10693-6,6,CSFB KPI,CSFB SR%,104.3478,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12838,LCAIN12838-5,5,CSFB KPI,CSFB SR%,100.3378,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN13984,LCAIN13984-7,7,CSFB KPI,CSFB SR%,100.2817,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN13984,LCAIN13984-5,5,CSFB KPI,CSFB SR%,100.6803,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10806,LCAIN10806-7,7,CSFB KPI,CSFB SR%,100.2857,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10806,LCAIN10806-6,6,CSFB KPI,CSFB SR%,101.1765,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10806,LCAIN10806-3,3,CSFB KPI,CSFB SR%,104.0,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12584,LCAIN12584-6,6,CSFB KPI,CSFB SR%,100.9464,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12584,LCAIN12584-2,2,CSFB KPI,CSFB SR%,102.0,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10987,LCAIN10987-2,2,CSFB KPI,CSFB SR%,102.6316,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10444,LCAIN10444-3,3,CSFB KPI,CSFB SR%,103.6364,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12694,LCAIN12694-7,7,CSFB KPI,CSFB SR%,100.2591,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12694,LCAIN12694-6,6,CSFB KPI,CSFB SR%,100.2208,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12694,LCAIN12694-3,3,CSFB KPI,CSFB SR%,100.4405,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12587,LCAIN12587-3,3,CSFB KPI,CSFB SR%,101.7857,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN12587,LCAIN12587-1,1,CSFB KPI,CSFB SR%,101.0067,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10921,LCAIN10921-2,2,CSFB KPI,CSFB SR%,100.4425,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN10921,LCAIN10921-1,1,CSFB KPI,CSFB SR%,100.7299,percentage above 100,,,,
2026-04-19 00:00:00,Invalid counter value,LCAIN17818,LCAIN17818-7,7,CSFB KPI,CSFB SR%,100.1969,percentage above 100,,,,
